"","X.link.","X.title.","X.time.","X.text."
"913","https://us.battle.net/forums/en/overwatch/topic/20760856585","""Make all heroes OP so no one is OP""","2017-12-22 19:36:00","Kappa thread.If this is the approach we're taking to game balance, then can other healers be as OP as Mercy too? Or all DPS as OP and Genji or Refuse Rodent? Or all tanks as OP as... wait."
"914","https://us.battle.net/forums/en/overwatch/topic/20760856585","""Make all heroes OP so no one is OP""",NA,"I understand that this is a kappa tread don't worryBut still if one class is equally op then... no one will play other classes lolkappa"
"917","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?","2017-12-20 19:15:00","There have been times when I felt like a god with Mccree, but since the last update I cant aim for nothing. Just asking, maybe I'm just not in shape - who knows? Anyone noticed something?"
"918","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"My aim actually improved. The aim feels the same to me."
"919","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"I've noticed that Hit registration has gotten worse, both on projectile and hitscan heroes"
"920","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"I've noticed this too... Especially Mccree feels weird to playFeels as if I have high ping, but I actually don't. Blizzard probably too busy banning people for toxicity to worry about this though"
"921","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"I've noticed Onyxia deep breathing more on Route 66 as well.  Could be connected."
"922","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"12/20/2017 09:02 PMPosted by QuadstrikerI've noticed Onyxia deep breathing more on Route 66 as well.  Could be connected.Well, you are a Plat player who mains support... Probably pretty difficult to notice the difference unless you play DPS"
"923","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"To fix the hit registration bug, you have to go to video settings, toggle reduce buffering on if it is off, off if it is on, hit apply. Then toggle it again, apply. Your shots should hit again.As a hitscan player, this has been annoying me for 3 major patches."
"924","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"12/20/2017 09:34 PMPosted by MaelstrømTo fix the hit registration bug, you have to go to video settings, toggle reduce buffering on if it is off, off if it is on, hit apply. Then toggle it again, apply. Your shots should hit again.As a hitscan player, this has been annoying me for 3 major patches.Is this true? Can anyone confirm this? I hear of this for the first time."
"925","https://us.battle.net/forums/en/overwatch/topic/20760806577","Did they adjust the mouse sense again?",NA,"In my case I had reduce buffering on since it was implemented, but i recently notice my aim choppy and unresponsive, i tried it off and fix the problem. They mess up with this feature every single patch."
"935","https://us.battle.net/forums/en/overwatch/topic/20760676952","To celebrate S7's last week","2017-12-22 19:43:00","S1: A picture of the good ol' coinflip.S2: ITS BLEYBLADE~S3: World of tanks.S4: O M N I C  C R I S I SS5:  Anime Beach episode ft Winston in a speedo and bikini D.va.S6: Flight of the Valkyries S7: Every healer in a line, with Mercy wigs and wings, while drinking Vodka with the most depressing faces."
"937","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.","2017-01-27 07:25:00","This isn't a request, either. It's a demand, and for a necessary evil. I'm well-aware that if I get what I'm demanding, it'll apply to me, too.I don't care."
"938","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"But then everyone will kick people for playing things like Hanzo or Sombra."
"939","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"Overwatch is a team game and going 5.5v6 is better than 5v6. IT may work in other games but in  OW trolls would abuse it etc"
"940","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"All the vote kick would do is promote bad people who watch youtube videos to type furiously, ""THIS ISN'T THE META, SWITCH OR GET KICKED"" or ""SWITCH TO HEALER/TANK OR GET KICKED!"" which inevitably leads to a vote because someone isn't playing how you want them to play.  It ain't gonna happen."
"941","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/26/2017 11:27 PMPosted by DarhideBut then everyone will kick people for playing things like Hanzo or Sombra.I don't care. Those people are bad, anyway. Not the Hanzos or Sombras, but the people complaining about them."
"942","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"Blizzard will never do this, people complained about a waistline and they immediately change it. Just no way."
"943","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"it'd turn into cyber bullying and preventing some heroes from being used at all in some game types.  As much as it sounds like it could be a good idea, its not."
"944","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/26/2017 11:40 PMPosted by JackLondonit'd turn into cyber bullying and preventing some heroes from being used at all in some game types.  As much as it sounds like it could be a good idea, its not.Is."
"945","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/26/2017 11:48 PMPosted by SuikiAmon01/26/2017 11:40 PMPosted by JackLondonit'd turn into cyber bullying and preventing some heroes from being used at all in some game types.  As much as it sounds like it could be a good idea, its not.Is.That's a pretty infallible argument you got there."
"946","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/26/2017 11:50 PMPosted by Darhide01/26/2017 11:48 PMPosted by SuikiAmon...Is.That's a pretty infallible argument you got there.I'm never wrong."
"947","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"No."
"948","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"I suggested this before but it's effect will still be felt, a vote to switch. If a player isn't pulling their weight and is just doing their own thing, not being part of the team, a vote to switch, forcing them to pick a different character while at the same time preventing them from choosing the previous character the rest of the game."
"949","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/26/2017 11:27 PMPosted by DarhideBut then everyone will kick people for playing things like Hanzo or Sombra.I fail to see the problem"
"950","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"This guy is saying he's always right. He ain't worth your time guys. Just ignore him. Pessimistic !@#$%."
"951","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/27/2017 12:11 AMPosted by SrKoquonfaes01/26/2017 11:27 PMPosted by DarhideBut then everyone will kick people for playing things like Hanzo or Sombra.I fail to see the problemLet me enlighten you.Those that pick hanzo or Sombra have payed the game just like you or everyone else.They have the right to choose their hero and no one can stop them to do so."
"952","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/27/2017 12:30 AMPosted by Thunder01/27/2017 12:11 AMPosted by SrKoquonfaes...I fail to see the problemLet me enlighten you.Those that pick hanzo or Sombra have payed the game just like you or everyone else.They have the right to choose their hero and no one can stop them to do so.What I'm saying is s'hitty players need to get the boot."
"953","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/27/2017 01:18 AMPosted by SuikiAmonWhat I'm saying is s'hitty players need to get the boot. And what? How is that a good thing? Discouraging horribly bad players from playing the game and preventing them from improving? So they would forever stay bad? Is that your kind of ideal scenario?"
"954","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"01/27/2017 01:25 AMPosted by Kyaw01/27/2017 01:18 AMPosted by SuikiAmonWhat I'm saying is s'hitty players need to get the boot. And what? How is that a good thing? Discouraging horribly bad players from playing the game and preventing them from improving? So they would forever stay bad? Is that your kind of ideal scenario?I don't want them dragging down the rest of the team."
"955","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"It's one game. Stop being such a !@#$ing pansy about it. It's not like you'll meet them every single game. If you're that skilled one defeat wouldn't set you back that far"
"956","https://us.battle.net/forums/en/overwatch/topic/20753225228","Add votekicking.",NA,"As a person who played FPS with votekicking for a decade, this suggestion is terrible."
"957","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.","2017-01-27 10:29:00","no. as its been mentioned in the numerous other threads, it is too easily abused ..."
"958","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"01/27/2017 01:28 AMPosted by SuikiAmon01/27/2017 01:25 AMPosted by Kyaw... And what? How is that a good thing? Discouraging horribly bad players from playing the game and preventing them from improving? So they would forever stay bad? Is that your kind of ideal scenario?I don't want them dragging down the rest of the team.If you are in a team with bad players, matchmaking obviously thinks that you are bad, too. So get better or don't complain."
"959","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"In a game where 5v6 is impossible that seems a stupid idea. Player feedback tho could help, reports are useless atm.To do any such thing you'd need a much longer lobby. Maybe we could use a team building tool, you queu for roles and the group leader must accept you before you get put in the group. For the other guy it would be transparent.In before ""but I can't play bastion cause none wouod want me"". Maybe these people should also learn their picks must be a team decision rather than individual."
"960","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"01/27/2017 02:29 AMPosted by r3db34rno. as its been mentioned in the numerous other threads, it is too easily abused ...Those people are wrong."
"961","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"01/27/2017 02:28 AMPosted by ReimuDid you assume my gender?Did you assume that joke was still funny?"
"962","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"01/26/2017 11:25 PMPosted by SuikiAmonThis isn't a request, either. It's a demand, and for a necessary evil. I'm well-aware that if I get what I'm demanding, it'll apply to me, too.I don't care.lmao this guy is like https://kauilapele.files.wordpress.com/2013/03/cartman_respect_my_authoritah.jpg?w=640"
"963","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"The abuse I get on the (rare) occasions I switch from Mercy to Zen for picking the ""wrong"" healer - accused of trolling and threatened with reporting from a bunch of kids who only *ever* play McCree, Reaper or Genji and wouldn't dream of switching to support themselves - suggests this won't work.If I'm going to get kicked every time I pick the ""wrong"" support character, I'm just going to instalock Soldier and screw the team :)"
"964","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"You say:01/27/2017 02:30 AMPosted by TiamatIn before ""but I can't play bastion cause none wouod want me"". Maybe these people should also learn their picks must be a team decision rather than individual.But before you say:01/27/2017 02:30 AMPosted by TiamatMaybe we could use a team building tool, you queu for roles and the group leader must accept you before you get put in the group.It sounds like an individual is still making the decision."
"965","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"Hey SuikiAmon, is second dream Canon?"
"966","https://us.battle.net/forums/en/overwatch/topic/20753225228?page=3#post-50","Add votekicking.",NA,"And then never again Hanzo was played in Overwatch."
"967","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?","2017-11-30 17:08:00","DISCLAIMER: Just to start, I apologize if this seems like the wrong way to go about this. Considering how long we on Console have been effectively shafted though, this was the best option I could think of.[Warning: Wall of text incoming.]If it was planned, from day one, to release the game on both PC and Console, then why are the concerns of the Console player base not being addressed, or at the very least, acknowledged? We had no choice but to buy the game for $60 (we didn't have an option of being able to buy the game for just $40 like PC does). This means that we are having to spend more just to be able to even get the game to begin with.Furthermore, we not only had to wait 15 months for a report system, but said system is super abusable. If you guys on PC think that the report system and automated bans is rough, allow me to enlighten you: it's even WORSE on Console. If we file a ticket with Blizzard as a result of a ban in-game on Console, we will be told that the Consoles have separate systems that Blizzard can't access, and will thus be told to file a ticket with Microsoft/Sony. If we file a ticket with Microsoft/Sony, they state that they don't handle in-game bans, only gamer-tag bans. This means that neither party knows anything with regards to Console in-game bans. Why are we being told to file a ticket with Microsoft or Sony, even though they've already stated that they do NOT handle in-game bans? Something has to be known from this so we can at least HAVE a chance to be able to appeal our in-game bans. Proof: https://us.battle.net/forums/en/overwatch/topic/20759446940 Thread made by someone who plays on Console who has had to deal with this very thingThen, there's the 30+ things that we on Console lack (some of which are already on the PC version), and the extreme most part of those things which can quite easily be implemented. If all feedback is welcome, then why is our feedback not being addressed, much less acknowledged? Why are threads asking about when new cosmetics are coming being addressed, but not our consolidated feedback thread with regards to Console issues? A thread by the way, that has been going strong for over 4 months and counting. If elaboration on this is further needed, then I direct you to this thread here: https://us.battle.net/forums/en/overwatch/topic/20758447090?page=1EDIT (this was added on 12-19-17): Heck, there's not even an end-game for us. Competitive for us on Console really does not mean jack simply because there is no end-game. There's no OWL, Contenders, Open Division, heck; there's not even a single tournament that we on Console can even get that's hosted, much less sponsored, by Blizzard. Before anyone mentions it, yes I get that Blizzard has always been more of a PC developer than a Console one. However, they released the game on all platforms, and even had planned to do so from the very beginning. Therefore, this same care that Blizzard gives to PC, needs to be given to Console as well. Say someone on our platform reaches Top 500 and really wants to play in things like Open Division; what would happen? Would that person be forced to move over to PC just to have a chance? Simple little standard things like this really press home the second class citizen vibe that we console players receive. With all this said, can we at least get an update on when our current issues will be addressed please? We don't want our player-base to fade away completely because our feedback is not being listened to. The game started out very strong with the platform support, but now it feels like it just got dropped. I'm simply asking that we actually GET the value of the money that we spent on the game.If you read all the way up to this point, then you have no idea how much I appreciate this, because it shows that you really do care.Just to reiterate this again: I do apologize if this is the wrong way to go about this. We on Console have been shafted for too long now, and this was simply the best option I could think of to give our concerns.16 pages in now, and 3 weeks later...UPDATES:The ability for crouch to not be restricted to just toggle: https://us.battle.net/forums/en/overwatch/topic/20760716093#post-13Ally aim assist for Ana: https://us.battle.net/forums/en/overwatch/topic/20759487829?page=2#post-35"
"968","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"It feels like Xbone and PS4 players got hustled.  All the promises of “separate balancing because we know console and pc shooters have different experiences!”And all we got was a turret nerf that was made to combat Torb/Sym stacking at launch.  And they only lessened it to 15% from 30%."
"969","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Amen brother."
"970","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"We've been asking for a better chat wheel for ages too because we don't have the luxury of a quick text chat. 'We'll look into it' only for it to be a year &amp; a half into the game without any other thought."
"971","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"I noticed this as well as I seen in a recent thread about a Genji player being toxic, a member described how he was toxic and ended it with ""..and I bet your a console player too."". If the staff isn't going to be a voice of us along with half of the community via forums and high-profile streamers, who will be and how can anything we say be addressed? I love the game and don't want to come off as someone who is complaining, but there are a lot of questions that just go ignored for us console gamers."
"972","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"And yes, I will see to it that this thread does not go down easily."
"973","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"It will always be this way, I love playing console only because thats where I have all my cosmetics. The day blizzard figures out a way to allows a way to transfer cosmetics ill easily go to pc. Its more fun and much better than console ever will be, console will always suffer as long as sony and microsoft restricts blizzard from doing things"
"974","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"I dont feel that way."
"975","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"We need a separate forum for console."
"976","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"11/30/2017 10:00 AMPosted by infamous067It will always be this way, I love playing console only because thats where I have all my cosmetics. The day blizzard figures out a way to allows a way to transfer cosmetics ill easily go to pc. Its more fun and much better than console ever will be, console will always suffer as long as sony and microsoft restricts blizzard from doing thingsA great chunk of the things that we on Console lack, PC has had since day one. There's no reason they can't be implemented on Console too."
"977","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"The treatment is quite sad"
"978","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"#ConsolelivesmatterSpeak it Eternity, we need to be heard"
"979","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"It's gotten to the point of absolute ridiculousness. 15 months for a freaking report system that pc had from day ONE. Why are we not a primary focus along with PC?"
"980","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"11/30/2017 09:15 AMPosted by PiscesWe've been asking for a better chat wheel for ages too because we don't have the luxury of a quick text chat. 'We'll look into it' only for it to be a year &amp; a half into the game without any other thought.Sounds like the option to select skin in the hero screen that was supposed to be coming well over a year ago."
"981","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"11/30/2017 10:23 AMPosted by FateIt's gotten to the point of absolute ridiculousness. 15 months for a freaking report system that pc had from day ONE. Why are we not a primary focus along with PC?I don't think I even need to add this bit, but I'll do so anyways:To that bit, we didn't even get a response about a Console Report system until 8 months after the game launched. 8 months! And even then, it took another 7 months for it to even be enabled (hence the total, 15 months)!"
"982","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"This is sort of a problem in any Non-Microsoft or Non-Sony produced game. There isn't really anything Blizzard can do about this. There are problems that come up when a competing company tries to accomplish something on the Sony or Microsoft networks.I know this is an overly-stated meme, but ""PC Master Race"" is a meme for a reason. :("
"983","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"I think the balance of some heroes seem kinda broken on the console. This is starting to feel kinda unfair and annoying. Junkrat: he became a little too OP with all the buffs. Before the buffs he was already a viable option in the matches. Probably not the best in some situations, but he was already an option. It's harder to eliminate his ult on the consoles than on the PC, and nowadays, it just feels that the only possible counter to a junkrat is another junkrat. A better junkrat. The problem is mainly this spamming damage of his, not even his ultimate. I personally feel that his ult is in a ok place. But it feels so unfair to be killed by spam bombs when the junkrat is not even aiming at you. Again, the aim on the consoles is not as precise as it is on the PC. and with the two mines and bombs after dying, i just feel like all the junkrats just spam damage and go forward. even if they die, they still may kill someone. it just feels like not a lot of skill is needed when it comes to playing with junkrat. It doesnt really feels fair to be killed by someone who's ot even looking at the fight, just spamming bombs behind a wall.Ana, however, she is just on the opposite place. The nerf on the healing was i guess pretty unnecessary on the consoles. On the PC, i guess it was ok. But it's so much harder to be a good healer as ana on consoles, again, the aim is not as precise, and she is far from being a viable option, comparing her to the other healers. She doesnt have the same pick rate, sometimes u see some people picking her, but it feels, that as a healer, she doesnt really has the same value as the others. I play from season one until now on the PS4, and pretty much everyone i play with has the same opinion. -What do you guys that play on consoles feel about Junk and Ana?-I would like to know, from the Devs, if it would be possible to check these two heroes, maybe getting more opinions on this subject, and adjusting a couple of heroes.,I think the balance of some heroes seem kinda broken on the console. This is starting to feel kinda unfair and annoying. Junkrat: he became a little too OP with all the buffs. Before the buffs he was already a viable option in the matches. Probably not the best in some situations, but he was already an option. It's harder to eliminate his ult on the consoles than on the PC, and nowadays, it just feels that the only possible counter to a junkrat is another junkrat. A better junkrat. The problem is mainly this spamming damage of his, not even his ultimate. I personally feel that his ult is in a ok place. But it feels so unfair to be killed by spam bombs when the junkrat is not even aiming at you. Again, the aim on the consoles is not as precise as it is on the PC. and with the two mines and bombs after dying, i just feel like all the junkrats just spam damage and go forward. even if they die, they still may kill someone. Ana, however, she is just on the opposite place. The nerf on the healing was i guess pretty unnecessary on the consoles. On the PC, i guess it was ok. But it's so much harder to be a good healer as ana on the PC, and she is far from being a viable option, comparing her to the other healers. She doesnt have the same pick rate, sometimes u see some people picking her, but it feels, that as a healer, she doesnt really has the same value as the others. I play from season one until now on the PS4, and pretty much everyone i play with has the same opinion. -What do you guys that play on consoles feel about Junk and Ana?-I would like to know, from the Devs, if it would be possible to check these two heroes, maybe getting more opinions on this subject, and adjusting a couple of heroes."
"984","https://us.battle.net/forums/en/overwatch/topic/20759437629","Why do we Console Players Feel like 2nd Class Citizens?",NA,"This is a pc game developed by a primarily PC developerWhat did you all expect? The money for them is on PC. This was never going to be a game that did particularly well on console"
"985","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?","2017-12-20 16:05:00","12/19/2017 08:36 AMPosted by BT160731Notice how Blizzard hasn't responded to this but will respond to things like ""why was widows butt nerfed"" or ""what's your favorite color"".I've seen threads asking about small things (such as, when will new cosmetics come?) get answered by a member of the dev team in literally 15 minutes. Yet you have a thread, which is well documented and researched, that voices concerns about the game, still not getting a response.It feels like the only way that we can even get a response to our concerns is to be toxic."
"986","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"I agree!"
"987","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Not sure how posts less than an hour old get a response but we're almost a month in consistently posting and updating this and yet still nothing.  Not even something as simple as ""we understand your concerns and are working on them"".  They're just contributing to the core problem of this very thread at this point."
"988","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"12/15/2017 06:36 PMPosted by Eternity12/15/2017 02:23 PMPosted by JinThen dont do it.I was trying to give this other guy an advice cause he said he didnt want to spend another full 40 to 60 dollars on PC, so i tried to give him a solution.You on the other hand, post in this thread every single day complaing, whining and fighting with people. With that time, maybe you can work to afford yourself some more video games?[Warning: Wall of text incoming.]Keep in mind: I didn't make this thread to hear PC Elitists mock us (I'm not looking at the 'hur dur PC Master Race' posts here (you know what I'm implying); I'm looking at those posts that relate to ""Buy a PC you Console Peasant/2nd class citizen"", etc.). I made this thread to let our voices with regards to our platform of the game be heard.Consoles have more convenience in them, and the vast majority of us have friends that play on Console, not on PC. We're not blind in this community. Look at threads that get a reply from devs in this forum (not to be confused with mods here). How many of those threads are PC related, and something small (i.e. when new cosmetics are coming)? Sure, it's not many, but it still has the better reply chance. Now look at the other end: the threads that are Console related, and something well researched/documented. How many of these kinds of threads get a reply from devs? Practically none.To answer your last bit: yes I already do have a job. The reason why I don't go and buy more games is because:1. It's made by a company who is known to have greedy business practices (I'm looking at you EA, main Activision (so as not to be confused with Blizzard Entertainment), and Ubisoft, to name a few). 2. Overwatch is still better than quite a lot of games that were made even this year (even despite what it lacks on Console). If I come off as somebody who sounds easily tilted, that may very much be the case (I won't deny it). However, not only did we still pay for the game, but a good chunk of the things that we've been wanting/needing, we've been asking since launch (that's almost 19 months ago now). We still are as passionate as you guys on PC are about this game. We aren't even asking for a lot with threads like this one, and Biv's (linked in OP), to name a couple. We don't even get something as simple as ""Hey guys, we hear you loud and clear!"" on these forums, even despite all of our concerns. Yet, there's threads that ask when new cosmetics are coming that get answered within a few hours, and in some cases, even as little as 15 minutes. Look at how long we had to wait for our Report System (and this is just to name one example). We didn't even get a reply about when our Report System would be coming until 8 months after the game launched (this was when they hoped to have it in during, or even before summer, you see). When we had asked for an update in July, we get the response of ""Soon™"" (again, you know what I'm implying). Now you have 14 months past launch and it's still not in the Console version of the game. The Report Feature was not enabled for us until the 1.14 patch, which released on August 28th. That's 15 months gone that we've had to deal with being unable to report glitchers, throwers, etc.. I'm not going to so much use the term cheaters in this bit; a vast majority of the cheating that had occurred on Console were people glitching into walls to be able to prevent point caps making it impossible for the attacking team to cap their objective. So we had people that could get away with literally anything and everything and we wouldn't be able to do anything about it.You also can't justify the excuse of ""It's because of Sony/Microsoft"" either. Games that have been available on Console have already had a Report System available on day 1. Heck, Fortnite is still in beta, and it already has a Report System. Hope I've cleared up some of our situation to you. Apologies if I've sounded critical on some parts. As I stated though, we are still passionate about this game just as much as you guys are.What are you not getting?!?I was not talking to you. My post was to someone else. I think i made that clear on my previous post. You just got offended because I gave someone a christmas solution and your butthurt about it.  since you dont want to switch and that is fine. (I dont care). Feel free to do whatever you want man.But dont get so anal over it.  Read the posts first then post a freakin 3 to 5 paragraph post. You have wayyyyy to much time in your hands."
"989","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"11/30/2017 10:08 AMPosted by MagicRogueWe need a separate forum for console.Consoles do need their own forum. The character balance is just completely different because dual analog serves different characters, which means that some characters that dominate on PC are just worthless on console and vice versa.You're playing a different game from the rest of us on PC. Lumping you in with the PC players muddies waters that should not be muddied."
"990","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"bump!!!"
"991","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Loadings feel so slow now"
"992","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"I'm curious if Blizzard has a dedicated console team or something.  It seems like a huge flaw that they couldn't work on the highlight saving feature because they had to implement reporting on console.  I've spent at minimum $50 per event and would like to know how my money is improving the console version of this game.  It seems pretty ridiculous that they spend all this time, effort and money creating 4 different PC E-leagues that they need to stop working on a highlight save feature just to add a reporting feature that already existed on PC to console.  Not to mention the other issues console deals with such as the linear ramp issues.I've held off buying loot boxes these last 3 events because I just don't see my money going to improve the console version.  Only a matter of time before others follow suit."
"993","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Please Blizzard, help us help you. We're not asking for a lot; simply just an update on when our concerns will be addressed. Because as far as we've seen, they won't be addressed (with the exception of the known updates that are in OP, but even then we don't have an exact time/known patch in which they are coming)."
"994","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Please, I'm just wanting a question and concern answered. Is this too much to ask for?"
"995","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"12/22/2017 11:24 AMPosted by EternityPlease, I'm just wanting a question and concern answered. Is this too much to ask for?I am waiting to"
"996","https://us.battle.net/forums/en/overwatch/topic/20759437629?page=16#post-313","Why do we Console Players Feel like 2nd Class Citizens?",NA,"Consoles are a pain in the !@# to work with?  That's my guess.  If I was Blizzard I wouldn't have released OW for console."
"997","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad","2017-12-22 11:03:00","Since Moira’s orbs have sort of deleted Symmetra’s sentry turrets from the game, I was thinking about a substitute ability that would fit in her support role.I thought it would be cool to see her build jump pads like the ones in Chateau Guillard and Oasis. She could use it to help Ana into a better sniping position for example. It would also help her hide her teleporter or shield generator in different locations or help your teammates get to flank routes on attack.The cooldown for the jump pad should be about 20 seconds. Only Symmetra and her teammates should be able to use it. It should have the same health as a level 1 Torbjörn turret but made mostly out of shields since Symmetra has no ability to repair it. I think this kind of ability would fit into Symmetra’s builder/support role (whereas sentry turrets fit more in a defense role), make her more viable on both attack and defense and open up new ways to play the game. Any thoughts?"
"998","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"sounds pretty fun, dunno if it should replace her turrets though"
"999","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"Or jump-boots allowing a rocket jump at 10s CD.You thought Winston jumping on you is annoying?Now meet flying Reinhardt!"
